bg_name,bg_id,model_name,model_id,modeltype_name,modeltype_id,model_subid,image_path,frame_index,model_width,model_height,tl_x,tl_y,bl_x,bl_y,br_x,br_y,tr_x,tr_y
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0029.jpeg,29,2100.0,2970.0,703.424,246.326,783.572,830.377,1261.24,758.701,1114.3,208.589
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0061.jpeg,61,2100.0,2970.0,426.012,164.839,449.605,749.97,955.916,684.93,859.275,129.561
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0088.jpeg,88,2100.0,2970.0,895.606,227.581,997.308,804.864,1468.06,740.75,1301.15,190.68
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0093.jpeg,93,2100.0,2970.0,899.305,248.523,1024.4,826.855,1491.74,745.42,1301.4,198.616
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0107.jpeg,107,2100.0,2970.0,956.371,259.624,1104.38,846.576,1576.03,756.34,1362.8,200.855
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0117.jpeg,117,2100.0,2970.0,996.165,247.949,1134.96,847.66,1618.72,766.191,1411.36,194.747
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0121.jpeg,121,2100.0,2970.0,997.6,242.739,1120.42,843.918,1608.3,772.893,1415.82,196.447
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0149.jpeg,149,2100.0,2970.0,740.635,203.231,689.631,797.271,1203.98,803.683,1172.51,210.747
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0159.jpeg,159,2100.0,2970.0,598.889,239.189,536.653,803.254,1031.4,790.251,1013.43,231.125
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0164.jpeg,164,2100.0,2970.0,531.715,250.997,495.012,799.77,977.047,764.62,936.644,226.836
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0168.jpeg,168,2100.0,2970.0,512.517,254.192,487.881,796.21,961.324,755.579,912.263,227.051
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0170.jpeg,170,2100.0,2970.0,516.834,255.837,494.783,792.821,963.244,752.821,914.079,229.557
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0176.jpeg,176,2100.0,2970.0,564.35,264.351,547.411,793.181,1008.64,758.232,954.042,243.948
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0184.jpeg,184,2100.0,2970.0,632.87,264.159,630.64,796.632,1092.24,765.14,1023.22,247.279
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0189.jpeg,189,2100.0,2970.0,674.363,251.066,690.737,793.22,1155.46,758.043,1069.17,233.946
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0193.jpeg,193,2100.0,2970.0,693.858,256.341,723.749,806.522,1190.39,766.103,1091.11,236.963
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0195.jpeg,195,2100.0,2970.0,696.609,260.784,730.148,814.186,1197.19,768.873,1094.69,239.464
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0203.jpeg,203,2100.0,2970.0,701.038,244.563,767.671,821.56,1243.81,763.617,1109.37,220.264
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0221.jpeg,221,2100.0,2970.0,681.521,120.826,759.608,760.305,1261.1,713.125,1119.22,124.88
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0228.jpeg,228,2100.0,2970.0,719.608,155.545,789.89,789.82,1284.11,749.437,1148.25,166.391
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0231.jpeg,231,2100.0,2970.0,731.572,169.844,802.395,800.887,1295.11,759.872,1158.6,179.454
background01,0,tax005,29,tax,5,4,background01/tax005/frame_0239.jpeg,239,2100.0,2970.0,774.769,196.849,857.416,815.764,1341.41,770.2,1192.81,197.106
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0002.jpeg,2,2100.0,2970.0,638.356,190.979,644.105,840.38,1190.93,806.391,1101.54,183.786
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0041.jpeg,41,2100.0,2970.0,595.072,181.456,518.818,732.851,1015.86,738.357,1012.41,190.088
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0046.jpeg,46,2100.0,2970.0,609.185,183.7,519.501,722.776,1008.93,737.24,1019.77,197.682
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0047.jpeg,47,2100.0,2970.0,610.18,183.689,516.325,719.105,1005.58,736.404,1019.05,199.659
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0062.jpeg,62,2100.0,2970.0,660.117,206.829,622.037,769.986,1123.81,765.373,1079.14,213.594
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0072.jpeg,72,2100.0,2970.0,766.164,200.918,803.084,767.901,1294.66,734.164,1182.58,191.222
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0083.jpeg,83,2100.0,2970.0,805.481,164.361,889.396,748.289,1380.85,695.664,1226.56,146.27
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0110.jpeg,110,2100.0,2970.0,851.314,274.367,907.57,816.209,1393.38,783.427,1252.67,266.462
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0121.jpeg,121,2100.0,2970.0,907.749,217.391,897.13,718.964,1379.84,729.273,1301.97,230.582
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0136.jpeg,136,2100.0,2970.0,875.941,170.375,827.964,628.494,1300.01,651.3,1261.67,187.681
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0137.jpeg,137,2100.0,2970.0,877.619,162.265,828.91,619.44,1299.74,641.831,1262.12,179.561
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0139.jpeg,139,2100.0,2970.0,875.543,162.405,827.126,623.673,1297.07,644.196,1258.84,178.971
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0150.jpeg,150,2100.0,2970.0,844.893,195.451,840.243,723.682,1331.45,715.918,1250.06,194.962
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0199.jpeg,199,2100.0,2970.0,862.978,146.424,741.527,620.341,1214.92,690.402,1255.81,195.993
background02,1,datasheet001,0,datasheet,0,0,background02/datasheet001/frame_0214.jpeg,214,2100.0,2970.0,924.661,170.042,767.727,606.422,1220.67,704.444,1299.68,239.749
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0002.jpeg,2,2100.0,2970.0,682.194,286.565,693.169,816.679,1175.44,782.082,1078.25,274.035
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0006.jpeg,6,2100.0,2970.0,686.18,287.369,697.701,815.727,1178.72,780.926,1081.55,274.883
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0027.jpeg,27,2100.0,2970.0,753.475,281.866,800.932,802.179,1267.65,757.93,1139.77,264.384
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0031.jpeg,31,2100.0,2970.0,760.13,286.152,836.921,807.835,1301.12,748.457,1146.57,258.239
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0056.jpeg,56,2100.0,2970.0,749.778,275.137,929.891,791.064,1362.53,674.414,1125.76,208.083
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0064.jpeg,64,2100.0,2970.0,755.949,278.673,841.646,807.178,1306.4,745.92,1144.86,250.754
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0078.jpeg,78,2100.0,2970.0,758.731,236.363,692.611,709.137,1152.17,739.057,1134.82,266.247
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0091.jpeg,91,2100.0,2970.0,734.885,182.502,690.151,653.096,1131.5,662.518,1105.21,195.884
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0121.jpeg,121,2100.0,2970.0,762.932,245.833,845.668,834.245,1314.04,762.381,1174.16,199.996
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0123.jpeg,123,2100.0,2970.0,760.724,259.052,844.105,844.079,1311.09,771.494,1170.67,212.773
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0134.jpeg,134,2100.0,2970.0,749.924,287.781,789.027,806.559,1233.73,763.005,1129.62,262.282
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0141.jpeg,141,2100.0,2970.0,775.971,260.033,741.151,723.882,1172.1,740.114,1136.44,280.097
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0146.jpeg,146,2100.0,2970.0,845.836,236.857,769.836,666.964,1184.93,724.16,1192.14,287.477
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0158.jpeg,158,2100.0,2970.0,1028.89,251.363,911.207,645.297,1311.35,752.643,1362.7,335.617
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0174.jpeg,174,2100.0,2970.0,893.074,249.594,889.278,681.805,1303.45,690.834,1239.31,263.242
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0176.jpeg,176,2100.0,2970.0,905.043,245.61,923.157,681.952,1338.37,676.151,1252.03,247.082
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0180.jpeg,180,2100.0,2970.0,907.769,247.879,949.727,690.605,1362.56,669.411,1254.59,238.622
background02,1,datasheet002,1,datasheet,0,1,background02/datasheet002/frame_0184.jpeg,184,2100.0,2970.0,881.152,253.775,945.216,698.821,1355.22,663.503,1226.71,235.895
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0005.jpeg,5,2100.0,2970.0,734.828,351.678,753.155,840.061,1198.09,806.294,1101.78,336.521
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0020.jpeg,20,2100.0,2970.0,774.305,348.706,849.619,836.136,1284.21,776.084,1137.59,315.421
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0025.jpeg,25,2100.0,2970.0,806.822,340.829,907.448,827.481,1336.98,754.505,1168.36,297.343
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0028.jpeg,28,2100.0,2970.0,817.955,336.255,926.694,823.6,1353.77,746.76,1178.47,290.131
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0033.jpeg,33,2100.0,2970.0,833.563,328.226,953.22,813.392,1377.83,732.865,1193.54,278.96
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0046.jpeg,46,2100.0,2970.0,843.802,296.211,981.086,792.547,1404.95,705.774,1207.11,242.491
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0060.jpeg,60,2100.0,2970.0,827.817,282.346,839.859,776.174,1289.23,760.922,1202.1,277.312
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0062.jpeg,62,2100.0,2970.0,822.564,272.646,814.665,760.991,1265.37,756.906,1197.54,274.918
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0066.jpeg,66,2100.0,2970.0,798.56,234.34,738.076,702.642,1182.56,729.892,1168.91,259.004
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0085.jpeg,85,2100.0,2970.0,801.401,352.146,716.606,736.849,1091.57,773.821,1115.64,380.069
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0089.jpeg,89,2100.0,2970.0,822.614,352.857,752.532,727.008,1117.37,755.379,1131.04,372.9
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0105.jpeg,105,2100.0,2970.0,855.909,301.004,825.096,730.427,1217.32,742.667,1189.3,311.67
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0127.jpeg,127,2100.0,2970.0,789.793,193.582,862.107,792.813,1364.29,732.685,1218.3,161.37
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0134.jpeg,134,2100.0,2970.0,769.55,234.345,839.85,822.411,1335.24,760.116,1190.74,197.817
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0136.jpeg,136,2100.0,2970.0,779.326,228.689,834.302,811.363,1329.19,760.153,1199.23,199.478
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0139.jpeg,139,2100.0,2970.0,776.317,227.256,807.854,805.469,1304.62,769.524,1195.4,210.33
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0147.jpeg,147,2100.0,2970.0,792.893,181.504,724.624,735.43,1220.14,769.69,1209.72,212.403
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0156.jpeg,156,2100.0,2970.0,810.382,209.492,651.663,721.8,1129.44,821.893,1207.89,288.122
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0174.jpeg,174,2100.0,2970.0,825.945,334.921,770.814,807.345,1205.31,823.208,1187.21,343.741
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0182.jpeg,182,2100.0,2970.0,835.748,324.349,850.159,822.662,1296.6,799.668,1207.97,309.959
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0185.jpeg,185,2100.0,2970.0,849.022,297.748,880.594,806.969,1333.9,775.874,1229.25,277.718
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0192.jpeg,192,2100.0,2970.0,833.608,242.597,880.71,791.62,1347.37,755.255,1231.0,225.214
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0196.jpeg,196,2100.0,2970.0,842.869,266.169,895.242,813.487,1361.44,773.993,1239.48,245.192
background02,1,datasheet003,2,datasheet,0,2,background02/datasheet003/frame_0198.jpeg,198,2100.0,2970.0,852.888,265.572,904.836,812.571,1371.31,773.672,1247.83,244.185
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0006.jpeg,6,2100.0,2970.0,722.255,310.259,739.442,803.513,1167.72,777.093,1083.67,300.683
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0047.jpeg,47,2100.0,2970.0,830.425,231.517,796.939,743.955,1239.06,758.721,1207.87,246.809
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0072.jpeg,72,2100.0,2970.0,796.67,202.283,774.749,792.806,1256.37,798.481,1213.05,217.257
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0073.jpeg,73,2100.0,2970.0,791.318,203.519,768.888,796.709,1252.17,801.316,1208.92,218.415
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0080.jpeg,80,2100.0,2970.0,775.224,213.404,755.1,816.382,1242.58,819.594,1197.09,227.678
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0110.jpeg,110,2100.0,2970.0,827.827,270.258,776.319,731.397,1194.83,756.771,1181.5,290.054
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0129.jpeg,129,2100.0,2970.0,936.926,266.59,987.399,762.116,1420.47,731.876,1305.03,244.902
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0130.jpeg,130,2100.0,2970.0,946.796,267.333,999.569,764.943,1431.31,732.911,1313.67,244.384
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0143.jpeg,143,2100.0,2970.0,1077.91,273.936,1140.23,770.888,1568.23,754.245,1442.28,264.057
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0144.jpeg,144,2100.0,2970.0,1095.01,275.071,1154.8,773.64,1582.53,759.453,1459.88,267.656
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0146.jpeg,146,2100.0,2970.0,1102.3,273.764,1158.56,771.753,1586.77,760.949,1466.65,268.866
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0184.jpeg,184,2100.0,2970.0,660.353,228.429,594.34,708.714,1030.28,723.392,1027.43,245.747
background02,1,datasheet004,3,datasheet,0,3,background02/datasheet004/frame_0196.jpeg,196,2100.0,2970.0,666.104,236.155,587.214,704.778,1016.19,729.202,1027.04,259.271
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0008.jpeg,8,2100.0,2970.0,734.639,300.183,710.607,762.671,1125.12,775.125,1090.49,319.225
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0019.jpeg,19,2100.0,2970.0,755.728,293.766,686.823,728.63,1092.96,774.299,1102.34,336.042
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0028.jpeg,28,2100.0,2970.0,823.203,273.881,720.979,689.239,1116.71,763.633,1162.02,334.8
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0032.jpeg,32,2100.0,2970.0,867.052,271.162,747.62,680.004,1138.41,772.541,1203.46,345.7
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0035.jpeg,35,2100.0,2970.0,897.226,277.412,773.237,685.715,1164.25,785.456,1233.12,357.156
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0042.jpeg,42,2100.0,2970.0,899.093,278.086,816.692,707.526,1220.07,770.694,1246.35,327.422
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0046.jpeg,46,2100.0,2970.0,864.242,279.292,815.497,724.88,1225.72,757.12,1216.73,305.761
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0066.jpeg,66,2100.0,2970.0,766.214,275.449,869.422,745.844,1274.9,675.823,1124.11,226.409
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0108.jpeg,108,2100.0,2970.0,618.05,260.263,638.352,732.076,1060.63,696.077,985.425,241.168
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0115.jpeg,115,2100.0,2970.0,531.642,253.663,518.201,720.222,944.55,697.01,900.41,244.937
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0116.jpeg,116,2100.0,2970.0,526.86,249.379,511.965,717.033,939.636,696.071,896.915,242.543
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0134.jpeg,134,2100.0,2970.0,778.705,253.589,749.402,761.665,1191.77,776.903,1161.82,270.258
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0137.jpeg,137,2100.0,2970.0,783.63,265.19,765.589,771.22,1205.53,776.928,1165.23,274.191
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0153.jpeg,153,2100.0,2970.0,747.972,259.448,758.933,716.835,1170.78,703.001,1104.9,253.228
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0158.jpeg,158,2100.0,2970.0,808.495,259.37,831.893,723.771,1245.91,707.982,1167.15,250.565
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0164.jpeg,164,2100.0,2970.0,886.991,281.729,944.172,779.018,1376.93,753.791,1261.05,266.541
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0166.jpeg,166,2100.0,2970.0,912.11,260.879,976.982,770.228,1414.59,742.344,1292.82,244.091
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0173.jpeg,173,2100.0,2970.0,887.296,228.073,966.322,754.801,1408.26,713.995,1275.64,204.198
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0177.jpeg,177,2100.0,2970.0,839.852,223.66,910.24,749.315,1351.11,709.094,1228.24,201.574
background02,1,datasheet005,4,datasheet,0,4,background02/datasheet005/frame_0186.jpeg,186,2100.0,2970.0,726.048,249.878,769.21,744.037,1194.08,714.524,1097.93,237.282
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0013.jpeg,13,2100.0,2970.0,788.821,296.49,789.55,819.459,1245.67,806.993,1169.68,294.538
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0023.jpeg,23,2100.0,2970.0,802.65,260.124,765.49,779.039,1225.14,796.319,1186.72,279.19
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0025.jpeg,25,2100.0,2970.0,809.884,254.406,762.234,773.213,1222.43,796.815,1194.5,277.894
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0029.jpeg,29,2100.0,2970.0,826.081,249.976,762.206,762.835,1220.66,800.67,1209.04,282.743
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0030.jpeg,30,2100.0,2970.0,827.893,248.649,757.84,759.177,1215.73,801.433,1209.98,285.302
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0037.jpeg,37,2100.0,2970.0,850.67,215.206,782.701,724.878,1241.43,765.635,1235.56,249.331
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0040.jpeg,40,2100.0,2970.0,858.862,220.001,818.554,735.893,1279.87,755.067,1246.52,235.694
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0061.jpeg,61,2100.0,2970.0,1034.68,262.334,1101.95,817.142,1572.46,791.978,1433.03,244.803
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0070.jpeg,70,2100.0,2970.0,1169.46,239.499,1236.29,798.076,1707.45,781.215,1570.15,229.047
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0084.jpeg,84,2100.0,2970.0,827.445,268.284,928.881,822.17,1386.99,736.756,1219.98,212.828
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0100.jpeg,100,2100.0,2970.0,543.724,247.671,575.459,791.96,1046.06,732.862,944.107,212.285
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0102.jpeg,102,2100.0,2970.0,569.219,239.036,591.719,780.194,1060.85,730.42,967.669,210.198
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0134.jpeg,134,2100.0,2970.0,704.472,177.331,752.01,812.713,1272.64,758.872,1152.6,146.275
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0143.jpeg,143,2100.0,2970.0,740.567,234.138,802.825,861.722,1318.98,799.899,1181.39,197.036
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0154.jpeg,154,2100.0,2970.0,748.09,258.784,811.992,817.38,1285.6,754.57,1148.25,222.803
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0155.jpeg,155,2100.0,2970.0,742.141,269.485,810.271,823.842,1282.82,759.622,1140.32,232.602
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0163.jpeg,163,2100.0,2970.0,765.953,296.05,836.923,821.581,1305.72,760.41,1152.91,259.812
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0171.jpeg,171,2100.0,2970.0,822.118,230.225,846.535,720.908,1314.36,697.401,1203.18,219.091
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0175.jpeg,175,2100.0,2970.0,827.416,261.88,839.695,728.388,1302.98,711.612,1200.14,255.582
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0178.jpeg,178,2100.0,2970.0,794.965,279.772,806.29,738.484,1268.15,721.273,1164.82,275.147
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0181.jpeg,181,2100.0,2970.0,799.763,255.436,813.442,701.063,1274.81,684.084,1168.31,250.365
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0187.jpeg,187,2100.0,2970.0,804.514,218.993,820.598,649.327,1280.19,633.017,1171.67,213.531
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0198.jpeg,198,2100.0,2970.0,826.242,191.11,853.028,635.559,1297.71,612.495,1189.02,179.931
background02,1,letter001,5,letter,1,0,background02/letter001/frame_0200.jpeg,200,2100.0,2970.0,824.464,191.206,854.616,643.483,1298.79,617.585,1188.76,178.167
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0028.jpeg,28,2100.0,2970.0,794.487,312.136,792.717,819.221,1238.75,810.747,1165.72,318.238
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0029.jpeg,29,2100.0,2970.0,811.759,311.69,793.528,809.55,1239.44,814.037,1182.57,325.479
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0042.jpeg,42,2100.0,2970.0,895.641,265.589,795.154,717.948,1221.49,782.201,1252.15,317.884
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0048.jpeg,48,2100.0,2970.0,874.592,294.413,827.443,748.235,1251.05,764.858,1228.28,308.811
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0057.jpeg,57,2100.0,2970.0,891.762,308.777,928.987,789.695,1358.45,756.802,1251.07,289.586
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0075.jpeg,75,2100.0,2970.0,897.148,289.431,971.14,814.501,1413.82,767.315,1272.39,267.3
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0098.jpeg,98,2100.0,2970.0,831.26,347.665,839.556,799.835,1284.37,782.605,1189.24,343.705
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0101.jpeg,101,2100.0,2970.0,795.197,352.122,797.04,795.676,1240.81,781.207,1151.73,351.712
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0110.jpeg,110,2100.0,2970.0,849.963,330.285,848.194,735.138,1295.47,730.745,1201.06,334.728
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0156.jpeg,156,2100.0,2970.0,691.749,310.579,840.185,824.267,1278.47,690.776,1067.57,220.137
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0157.jpeg,157,2100.0,2970.0,680.95,309.402,820.224,822.702,1261.79,695.007,1058.04,222.334
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0170.jpeg,170,2100.0,2970.0,731.671,261.942,694.316,739.095,1141.99,743.746,1101.78,273.486
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0179.jpeg,179,2100.0,2970.0,866.005,255.534,778.933,695.981,1209.72,746.588,1221.02,297.521
background02,1,letter002,6,letter,1,1,background02/letter002/frame_0182.jpeg,182,2100.0,2970.0,884.599,246.489,797.759,690.572,1231.14,742.984,1242.07,289.549
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0003.jpeg,3,2100.0,2970.0,613.422,379.564,810.588,870.181,1204.08,725.364,967.47,282.993
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0008.jpeg,8,2100.0,2970.0,627.188,379.621,812.664,868.662,1205.54,730.807,978.008,289.725
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0010.jpeg,10,2100.0,2970.0,633.869,381.452,813.026,871.485,1207.54,737.321,984.67,294.768
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0015.jpeg,15,2100.0,2970.0,676.698,389.696,831.184,875.954,1232.7,761.717,1027.21,315.353
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0035.jpeg,35,2100.0,2970.0,833.135,281.579,783.38,692.904,1186.22,727.711,1169.01,310.617
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0053.jpeg,53,2100.0,2970.0,917.407,262.158,929.831,685.496,1340.29,674.774,1260.01,251.363
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0054.jpeg,54,2100.0,2970.0,905.617,267.375,930.477,700.781,1342.59,680.483,1251.09,249.967
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0059.jpeg,59,2100.0,2970.0,887.049,282.987,963.073,733.409,1374.66,681.608,1234.1,245.642
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0098.jpeg,98,2100.0,2970.0,854.177,268.741,879.393,704.489,1347.66,685.674,1224.65,257.488
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0102.jpeg,102,2100.0,2970.0,853.459,275.312,862.402,695.798,1334.17,689.022,1223.35,273.601
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0114.jpeg,114,2100.0,2970.0,862.144,250.977,860.814,650.271,1319.7,644.161,1224.17,246.802
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0124.jpeg,124,2100.0,2970.0,848.268,283.73,855.987,704.882,1286.83,693.853,1198.94,276.345
background02,1,letter003,7,letter,1,2,background02/letter003/frame_0132.jpeg,132,2100.0,2970.0,839.175,284.064,862.234,745.831,1295.85,728.491,1198.6,274.879
